antecedent,consequent,support,confidence,lift
Pølser,Bacon,0.1945669986133871,1.0,3.2964886765011427
Pølser,Skinke,0.1945669986133871,1.0,3.394522892597347
Tacosauce,Champignon,0.19009202067313752,1.0,2.8957839021719294
Tacosauce,Løg,0.19009202067313752,1.0,2.8836786623046162
Majs,Ananas,0.27335182150510523,0.9983885819521177,2.8592839785653967
Pølser,Ananas,0.19425185932182024,0.9983803045027535,2.8592602727871275
Kødsauce,Champignon,0.30253371990419764,0.9950248756218906,2.8813770170864967
Oksefilet,Champignon,0.19916803227026345,0.9943360604153555,2.8793823570998414
Oksefilet,Kebab,0.19916803227026345,0.9943360604153555,2.971023716487765
Spaghetti,Løg,0.28602042102609354,0.9893176367996512,2.8528741594807827
Majs,Champignon,0.27064162359763017,0.9884898710865562,2.862453056152455
Artiskok,Gorgonzola,0.1851758477246943,0.9882273797510931,3.181659011187265
Æg,Rejer,0.18189839909239883,0.9876796714579055,3.2914357629386948
Æg,Løg,0.18183537123408547,0.987337440109514,2.847163908538268
Æg,Kebab,0.18177234337577208,0.9869952087611225,2.949089638833139
Oksefilet,Ost,0.19765536367074246,0.986784140969163,2.7313882031780774
Majs,Løg,0.2700113450144964,0.9861878453038674,2.843848846526928
Oksefilet,Ananas,0.19727719652086223,0.9848961611076149,2.8206430491215553
Oksefilet,Løg,0.19727719652086223,0.9848961611076149,2.840124044371759
Tomat,Ost,0.17679314256901552,0.9824868651488617,2.719493475654543
Oliven,Champignon,0.2593596369595361,0.9821002386634845,2.843950061440928
Artiskok,Champignon,0.1839152905584268,0.9815001681802892,2.8422123869955227
Artiskok,Løg,0.1839152905584268,0.9815001681802892,2.8303310920298923
Tacosauce,Ananas,0.18656246060758855,0.9814323607427056,2.8107230750079
Agurk,Salat,0.15114080423547208,0.9807770961145194,3.9098013585308955
Spaghetti,Champignon,0.28349930669355855,0.9805973403095706,2.8395979925810635
Agurk,Jalapenos,0.15107777637715872,0.9803680981595093,3.121517207585546
Champignon,Løg,0.337766292701374,0.9780981931009307,2.8205208890838542
Kødsauce,Løg,0.29736543552250094,0.9780265339966833,2.820314247253976
Pepperoni,Champignon,0.28324719526030506,0.9773814702044367,2.8302855276991408
Kødsauce,Ananas,0.29711332408924745,0.9771973466003318,2.7985944225922137
Spaghetti,Ananas,0.28249086096054454,0.9771092217135383,2.798342041824368
Kødsauce,Kebab,0.2966091012227405,0.9755389718076287,2.914859006911457
Agurk,Løg,0.15019538636077145,0.974642126789366,2.810554704405685
Champignon,Ananas,0.33650573553510654,0.974447891951086,2.7907202623999874
Løg,Champignon,0.337766292701374,0.9740094511086876,2.8205208890838542
Æg,Ananas,0.17918820118492373,0.9729637234770705,2.786469753914657
Æg,Champignon,0.17918820118492373,0.9729637234770705,2.8174926878421607
Æg,Jalapenos,0.17918820118492373,0.9729637234770705,3.0979414883979937
Artiskok,Kebab,0.1822765662422791,0.9727547931382442,2.9065400278590174
Oliven,Løg,0.25683852262700113,0.9725536992840096,2.8045323505707187
Tomat,Løg,0.17490230681961427,0.9719789842381786,2.802875057056151
Oliven,Ananas,0.256649439052061,0.9718377088305489,2.7832449617879944
Tacosauce,Spaghetti,0.1847346527165007,0.971816976127321,3.361423183613707
Oksekød,Kebab,0.2646539770578596,0.9717657949548716,2.9035849534376634
Jalapenos,Løg,0.3049918063784193,0.9711017459361831,2.80034538368293
Jalapenos,Champignon,0.3043615277952855,0.9690949227373069,2.806289476939243
Løg,Ananas,0.3358754569519728,0.9685568884042167,2.7738490237222564
Pepperoni,Løg,0.2806630530694567,0.9684645498042627,2.7927405574689987
Tomat,Ananas,0.17414597251985378,0.9677758318739055,2.771612156771008
Oksefilet,Gorgonzola,0.19381066431362662,0.9675896790434235,3.115214660654009
Pepperoni,Ananas,0.2803479137778898,0.9673771204871682,2.7704702876623486
Gorgonzola,Champignon,0.30032774486322955,0.9669237012987013,2.8000020888492783
Pølser,Kylling,0.1879490734904828,0.9659863945578231,2.8168241382198898
Gorgonzola,Løg,0.29988654985503593,0.9655032467532468,2.7842011110481666
Ananas,Champignon,0.33650573553510654,0.9637184115523466,2.7907202623999874
Artiskok,Ost,0.18057481406781797,0.9636730575176589,2.6674174338058574
Oksefilet,Jalapenos,0.19292827429723938,0.9631843926998113,3.0668038479982354
Artiskok,Ananas,0.18038573049287784,0.9626639757820383,2.7569723176458156
Tacosauce,Kebab,0.18290684482541283,0.9622015915119364,2.875007617877285
Pepperoni,Kebab,0.27883524517836883,0.9621574597651151,2.8748757545448806
Ananas,Løg,0.3358754569519728,0.961913357400722,2.7738490237222564
Kebab,Løg,0.3218202445480903,0.9615819209039549,2.77289326736862
Rucola,Løg,0.16651960166393545,0.9610767551837031,2.771436531760202
Jalapenos,Ananas,0.3015252741711837,0.9600642183423642,2.749526875129955
Tun,Ananas,0.26515819992436657,0.9600638977635783,2.749525957024717
Oksekød,Løg,0.26106138913399723,0.9585744040731312,2.764220555257052
Oksefilet,Kylling,0.19173074498928527,0.9572057898049088,2.7912198237538473
Tomat,Kylling,0.17219210891213915,0.9569176882661996,2.7903797173371663
Rucola,Gorgonzola,0.16563721164754822,0.9559839941797016,3.0778494423001512
Rucola,Ananas,0.16563721164754822,0.9559839941797016,2.7378415255695208
Skinke,Bacon,0.28123030379427705,0.95464270432178,3.1469688649011767
Salat,Løg,0.23937980587419638,0.9542713567839195,2.7518119496062643
Tomat,Jalapenos,0.17168788604563218,0.9541155866900176,3.0379285367095763
Tomat,Champignon,0.17143577461237866,0.9527145359019265,2.758855416429999
Tomat,Kebab,0.17130971889575192,0.9520140105078809,2.8445676630354124
Kebab,Champignon,0.31841674019916805,0.9514124293785311,2.7550847973206376
Gorgonzola,Ananas,0.2954745997730997,0.9512987012987013,2.7244233203619483
Pølser,Kebab,0.1847346527165007,0.9494655004859087,2.8369528494744682
Pølser,Løg,0.1847346527165007,0.9494655004859087,2.737953404345588
Oksekød,Champignon,0.2584142190848355,0.9488544318444803,2.747677389239738
Tacosauce,Chili,0.18032270263456449,0.948607427055703,3.395894728715204
Tacosauce,Tun,0.18032270263456449,0.948607427055703,3.4346429570209454
Artiskok,Spaghetti,0.17767553258540275,0.94820047090481,3.2797359213812327
Rejer,Ananas,0.28450775242657256,0.9481201428271372,2.7153202501977183
Tacosauce,Kylling,0.1800075633429976,0.946949602122016,2.7613126975313187
Rejer,Kebab,0.2841295852766923,0.9468599033816425,2.829167462721872
Rucola,Champignon,0.1639984873314005,0.9465260094579847,2.740934781175467
Tacosauce,Hvidløg,0.1797554519097441,0.9456233421750663,3.176637719023841
Pølser,Pepperoni,0.1839783184167402,0.9455782312925171,3.2628412826635658
Tun,Kebab,0.2611244169923106,0.9454586946599726,2.8249807249482344
Oksekød,Ananas,0.2574057733518215,0.9451515852811849,2.7068186014569093
Salat,Champignon,0.23685869154166142,0.9442211055276382,2.734260277477917
Jalapenos,Kebab,0.29635698978948694,0.9436082681115794,2.819451747995917
Spaghetti,Kebab,0.27259548720534477,0.9428820579899717,2.817281870446119
Majs,Kebab,0.2580990797932686,0.9426795580110496,2.816676811187065
Kebab,Ananas,0.3153914030001261,0.9423728813559322,2.698860674294805
Oliven,Kebab,0.24870792890457583,0.9417661097852029,2.813947476054996
Tomat,Salat,0.16941888314635067,0.9415061295971978,3.753250314620387
Salat,Ananas,0.23578721795033405,0.9399497487437186,2.691921067431018
Kødsauce,Kylling,0.2856422538762133,0.939469320066335,2.7395001345657914
Tun,Løg,0.259170553384596,0.9383842994066636,2.705998781240662
Oksefilet,Kødsauce,0.18775998991554266,0.9373820012586532,3.083022975118116
Pølser,Champignon,0.1822135383839657,0.9365079365079365,2.7119246067959337
Tun,Kylling,0.25854027480146224,0.9361022364217252,2.7296816914293496
Tun,Champignon,0.2583511912265221,0.9354176175262436,2.7087672786405146
Tacosauce,Jalapenos,0.1778015883020295,0.935344827586207,2.9781619575522296
Rucola,Kylling,0.16204462372368586,0.9352491815205528,2.7271941764390903
Tun,Rejer,0.258162107651582,0.9347329986307621,3.1149913371719538
Majs,Jalapenos,0.2558300768939871,0.93439226519337,2.9751289744246456
Tacosauce,Rejer,0.17748644901046262,0.9336870026525199,3.1115055627147408
Æg,Kødsauce,0.1718769696205723,0.9332648870636551,3.06948190260198
Skinke,Ananas,0.27486449010462627,0.9330338040222509,2.6721145008333993
Æg,Tun,0.17143577461237866,0.9308692676249144,3.3704180283288205
Tacosauce,Kødsauce,0.17691919828564226,0.9307029177718834,3.0610556578293333
Oksekød,Jalapenos,0.25311987898651206,0.9294144873871789,2.9592796020238774
Tomat,Kødsauce,0.16708685238875584,0.9285464098073556,3.053962963931075
Løg,Kebab,0.3218202445480903,0.9280261723009815,2.77289326736862
Tacosauce,Majs,0.1762889197025085,0.9273872679045093,3.3871837920287624
Bacon,Skinke,0.28123030379427705,0.9270725119468106,3.1469688649011767
Rejer,Løg,0.2779528551619816,0.9262759924385633,2.6710823148001173
Rejer,Champignon,0.27788982730366824,0.9260659525309809,2.6816868776887284
Salat,Gorgonzola,0.23225765788478508,0.9258793969849246,2.980925834529792
Pølser,Jalapenos,0.18013361905962436,0.9258179462261096,2.947828122581468
Oliven,Kylling,0.24435900668095298,0.9252983293556086,2.6981774110560712
Pepperoni,Skinke,0.2679944535484684,0.9247498912570682,3.1390846757990247
Oksekød,Kylling,0.25179629396193115,0.9245545012728533,2.6960084023516067
Rucola,Jalapenos,0.15983864868271777,0.9225172790105493,2.9373187133817735
Champignon,Kebab,0.31841674019916805,0.9220660704508122,2.7550847973206376
Rucola,Kebab,0.159712592966091,0.9217897417242632,2.7542591416567155
Artiskok,Kødsauce,0.17269633177864616,0.9216279852001344,3.031208460444721
Skinke,Kebab,0.2710828186058238,0.9201968335472829,2.7494996160190563
Gorgonzola,Kebab,0.2851380310097063,0.9180194805194806,2.7429937999853258
Oliven,Gorgonzola,0.24240514307323838,0.9178997613365155,2.9552349053094877
Oliven,Kødsauce,0.24221605949829825,0.9171837708830549,3.0165915648487873
Salat,Jalapenos,0.23005168284381697,0.9170854271356784,2.920023557482375
Tomat,Gorgonzola,0.1649439052061011,0.9166374781085815,2.951170906589033
Pepperoni,Kylling,0.26541031135762005,0.9158329708568942,2.670576349129844
Skinke,Champignon,0.26919198285642254,0.9137783483097989,2.64610463118877
Skinke,Løg,0.26919198285642254,0.9137783483097989,2.6350431250969226
Salat,Kebab,0.22885415353586286,0.9123115577889448,2.725938827849227
Bearnaisesauce,Kebab,0.20830707172570276,0.9119757174392935,2.7249353545935655
Artiskok,Rejer,0.17074246817093156,0.9112008072653885,3.0365704700845733
Bearnaisesauce,Ananas,0.20811798815076263,0.9111479028697571,2.609435492225914
Bearnaisesauce,Champignon,0.20811798815076263,0.9111479028697571,2.6384874296279555
Bearnaisesauce,Løg,0.20811798815076263,0.9111479028697571,2.6274577657091176
Skinke,Pepperoni,0.2679944535484684,0.9097133076593923,3.1390846757990247
Pepperoni,Bacon,0.2633303920332787,0.9086559373640711,2.9953740083561926
Kylling,Ananas,0.3114836757846968,0.9082889174784046,2.6012476470599943
Kødsauce,Jalapenos,0.2761250472708937,0.908167495854063,2.891628635203806
Rucola,Oliven,0.15731753435018278,0.9079665332848308,3.4381377129110082
Majs,Kylling,0.24858187318794908,0.9079189686924493,2.647499054819776
Tomat,Majs,0.16330518088995336,0.9075306479859895,3.314659590457115
Æg,Chili,0.16708685238875584,0.9072553045859001,3.2478593552707333
Rucola,Tun,0.1570654229169293,0.906511458712259,3.282225194871908
Kebab,Kylling,0.3033530820622715,0.9064030131826741,2.64307851629412
Bacon,Ananas,0.27486449010462627,0.9060876792021609,2.5949435231446727
Ananas,Kebab,0.3153914030001261,0.9032490974729243,2.698860674294805
Majs,Kødsauce,0.2470692045884281,0.9023941068139962,2.967948776681357
Rejer,Kylling,0.2707676793142569,0.902331442974165,2.631205784640342
Æg,Spaghetti,0.16614143451405522,0.9021218343600274,3.1203542672675377
Skinke,Kylling,0.26547333921593347,0.9011553273427472,2.627776221948176
Rucola,Oksekød,0.15599394932560193,0.9003273917788287,3.305853829660471
Bearnaisesauce,Jalapenos,0.2054708181016009,0.8995584988962472,2.864217367747915
Tun,Kødsauce,0.24807765032144208,0.898219990871748,2.9542202270255293
Pølser,Oksekød,0.1743350560947939,0.8960155490767736,3.290021453749616
Spaghetti,Jalapenos,0.2590444976679692,0.8960104643557881,2.852920334631534
Pepperoni,Kødsauce,0.2596117483927896,0.8958242714223574,2.946340773297497
Artiskok,Jalapenos,0.16784318668851633,0.8957282206525395,2.8520216634303015
Oliven,Ost,0.2364174965334678,0.8952267303102626,2.4779601017276036
Pølser,Majs,0.17414597251985378,0.8950437317784257,3.2690524512883288
Tacosauce,Oksekød,0.17004916172948442,0.8945623342175066,3.2846854882422956
Tun,Jalapenos,0.24688012101348797,0.8938840712003651,2.84614984420329
Oliven,Rejer,0.23578721795033405,0.8928400954653938,2.9753835233467627
Pepperoni,Jalapenos,0.258666330518089,0.8925619834710744,2.8419402829123155
Ananas,Kylling,0.3114836757846968,0.8920577617328519,2.6012476470599943
Hvidløg,Ananas,0.26528425564099334,0.8911708659750158,2.552223277898845
Rucola,Spaghetti,0.15435522500945417,0.8908694070571116,3.0814331834244895
Artiskok,Kylling,0.16683474095550233,0.8903464513958963,2.596257452278495
Artiskok,Oliven,0.1666456573805622,0.8893373696602758,3.3675958727995075
Salat,Ost,0.22299256271271903,0.8889447236180905,2.4605717000915255
Kylling,Champignon,0.30480272280347914,0.8888072045579857,2.5737935950934476
Oliven,Tun,0.2346527165006933,0.8885441527446301,3.217170590471543
Oksekød,Majs,0.24196394806504476,0.8884517472807221,3.244975925956707
Bearnaisesauce,Spaghetti,0.2027606201941258,0.8876931567328917,3.0704468333821806
Spaghetti,Kylling,0.25658641119374764,0.8875081752779596,2.5879810161661654
Pølser,Kødsauce,0.1725702760620194,0.8869452542921931,2.9171379362769354
Kebab,Kødsauce,0.2966091012227405,0.8862523540489643,2.914859006911457
Salat,Kylling,0.22223622841295854,0.885929648241206,2.5833780185618402
Kebab,Jalapenos,0.29635698978948694,0.8854990583804142,2.819451747995917
Spaghetti,Gorgonzola,0.25576704903567377,0.8846740789186833,2.848262771129024
Kylling,Kebab,0.3033530820622715,0.8845800404337437,2.64307851629412
Kylling,Løg,0.3033530820622715,0.8845800404337437,2.5508445876993417
Bacon,Champignon,0.2681205092650952,0.883856222730106,2.559456621616328
Majs,Oksekød,0.24196394806504476,0.8837476979742173,3.244975925956707
Champignon,Kylling,0.30480272280347914,0.8826428180324877,2.5737935950934476
Bacon,Løg,0.2675532585402748,0.8819862871389985,2.5433650366680025
Champignon,Jalapenos,0.3043615277952855,0.881365212630042,2.806289476939243
Æg,Kylling,0.16217067944031263,0.8805612594113621,2.567723753321204
Chili,Hvidløg,0.24587167528047396,0.8801895306859204,2.956825554491385
Oliven,Jalapenos,0.23238371360141183,0.8799522673031026,2.8017906227234657
Løg,Jalapenos,0.3049918063784193,0.8794983642311887,2.80034538368293
Jalapenos,Kødsauce,0.2761250472708937,0.879189243427654,2.891628635203806
Æg,Hvidløg,0.16185554014874576,0.8788501026694046,2.9523260065536254
Oksefilet,Oksekød,0.17597378041094164,0.8785399622404028,3.225853978455503
Spaghetti,Rejer,0.2534350182780789,0.8766078046653587,2.9212895250620834
Oliven,Spaghetti,0.2314382957267112,0.8763723150357995,3.0312891106078035
Tomat,Oksefilet,0.15769570150006304,0.8763572679509634,4.375168160261166
Gorgonzola,Kylling,0.27215429219715115,0.8762175324675325,2.555057410426368
Champignon,Kødsauce,0.30253371990419764,0.8760722759627668,2.8813770170864967
Gorgonzola,Ost,0.2720282364805244,0.8758116883116883,2.4242198616108244
Bearnaisesauce,Rejer,0.19998739442833732,0.8755518763796909,2.917770651258176
Løg,Kylling,0.3033530820622715,0.8747728098873137,2.5508445876993417
Oksekød,Kødsauce,0.23818227656624227,0.8745660726683637,2.8764231569146474
Rucola,Rejer,0.15151897138535234,0.8744998181156785,2.9142646742750165
Artiskok,Hvidløg,0.16380940375646036,0.874201143625967,2.936708732748167
Hvidløg,Løg,0.26017899911761,0.8740207495236079,2.5203949858127155
Bearnaisesauce,Kylling,0.1996092272784571,0.8738962472406181,2.5482885239330355
Hvidløg,Champignon,0.2601159712592966,0.8738090196908743,2.5303620927934682
Bearnaisesauce,Kødsauce,0.1995461994201437,0.8736203090507726,2.8733125670397093
Spaghetti,Kødsauce,0.2523005168284382,0.8726836712448224,2.87023199170198
Jalapenos,Kylling,0.27366696079667213,0.871362632952037,2.540900484178831
Salat,Kødsauce,0.2185806126307828,0.8713567839195979,2.865867896697418
Kødsauce,Gorgonzola,0.2648430606327997,0.8710613598673301,2.8044357823975368
Gorgonzola,Jalapenos,0.2705155678810034,0.8709415584415584,2.773100294247194
Bearnaisesauce,Oksekød,0.19885289297869657,0.8705849889624723,3.1966446273729656
Champignon,Gorgonzola,0.30032774486322955,0.8696842489505384,2.8000020888492783
Æg,Oksekød,0.16002773225765787,0.8689253935660506,3.1905508665399114
Æg,Ost,0.15996470439934452,0.8685831622176591,2.404211523333109
Salat,Majs,0.21776125047270894,0.8680904522613065,3.1706084520206925
Bacon,Pepperoni,0.2633303920332787,0.8680656555163099,2.9953740083561926
Tomat,Hvidløg,0.15618303290054203,0.8679509632224168,2.915712467179094
Bacon,Kebab,0.26301525274171184,0.8670268024101392,2.5906303666740618
Tomat,Oksekød,0.1557418378923484,0.8654991243432574,3.177970170523055
Løg,Gorgonzola,0.29988654985503593,0.8647764449291166,2.7842011110481666
Hvidløg,Kylling,0.25715366191856803,0.8638577175524031,2.519016090183133
Hvidløg,Kebab,0.2570906340602546,0.8636459877196696,2.580528670651653
Ananas,Jalapenos,0.3015252741711837,0.8635379061371842,2.749526875129955
Jalapenos,Gorgonzola,0.2705155678810034,0.861328516957656,2.773100294247194
Rejer,Tun,0.258162107651582,0.8603234614576769,3.1149913371719538
Tun,Spaghetti,0.23729988654985504,0.8591967138293016,2.971880327363353
Artiskok,Tun,0.16084709441573175,0.8583921964345779,3.107998765091513
Løg,Kødsauce,0.29736543552250094,0.8575063613231552,2.820314247253976
Pepperoni,Gorgonzola,0.24820370603806882,0.8564593301435406,2.757423646927235
Kødsauce,Pepperoni,0.2596117483927896,0.8538557213930349,2.946340773297497
Rejer,Kødsauce,0.2562082440438674,0.8538122243226213,2.808164334805703
Gorgonzola,Kødsauce,0.2648430606327997,0.8526785714285715,2.8044357823975368
Rejer,Jalapenos,0.2558300768939871,0.8525519848771266,2.7145474196388704
Tacosauce,Gorgonzola,0.1619815958653725,0.8521220159151195,2.7434593962072413
Kebab,Gorgonzola,0.2851380310097063,0.8519774011299436,2.7429937999853258
Ananas,Kødsauce,0.29711332408924745,0.8509025270758123,2.7985944225922137
Tun,Oliven,0.2346527165006933,0.8496120492925604,3.217170590471543
Kebab,Rejer,0.2841295852766923,0.8489642184557439,2.829167462721872
Dressing,Champignon,0.21864364048909618,0.8485812133072407,2.4573078171806313
Bacon,Kylling,0.2574057733518215,0.8485352171202992,2.474335555013907
Chili,Løg,0.2364174965334678,0.8463447653429602,2.440586340772702
Ananas,Gorgonzola,0.2954745997730997,0.8462093862815884,2.7244233203619483
Dressing,Løg,0.2178873061893357,0.8456457925636007,2.4385707278833313
Tacosauce,Ost,0.16065801084079162,0.8451591511936339,2.339374580048534
Artiskok,Chili,0.1582629522248834,0.8446014127144299,3.0235663389276044
Rejer,Spaghetti,0.2534350182780789,0.8445704683889939,2.9212895250620834
Bearnaisesauce,Majs,0.19273919072229925,0.8438189845474613,3.081959486378918
Oksefilet,Hvidløg,0.1688516324215303,0.842983008181246,2.831837477832659
Pølser,Dressing,0.1639984873314005,0.8428895367670879,3.271351612120014
