antecedent,consequent,support,confidence,lift
Tacosauce,Bearnaisesauce,0.160216815832598,0.8428381962864722,3.6899753924616907
Kødsauce,Rejer,0.2562082440438674,0.8426616915422886,2.808164334805703
Chili,Champignon,0.23534602294214044,0.8425090252707581,2.4397240728136245
Tacosauce,Oliven,0.16015378797428464,0.8425066312997348,3.1902649671125523
Æg,Majs,0.15498550359258792,0.8415468856947296,3.073660885919102
Dressing,Ananas,0.21668977688138158,0.8409980430528375,2.4085333846708163
Ananas,Ost,0.29364679188201187,0.8409747292418773,2.3277922285679735
Oksekød,Gorgonzola,0.22885415353586286,0.8403147419578801,2.705445149331113
Pepperoni,Rejer,0.24347661666456574,0.8401478903871248,2.7997871096160725
Majs,Gorgonzola,0.22961048783562335,0.8386279926335174,2.7000145558286093
Æg,Bearnaisesauce,0.15410311357620068,0.8367556468172485,3.663345776049245
Oksefilet,Majs,0.16752804739694946,0.8363750786658276,3.054771408405161
Majs,Spaghetti,0.22866506996092273,0.8351749539594843,2.888791327560754
Pølser,Rejer,0.16242279087356612,0.8347910592808553,2.7819355065217493
Majs,Ost,0.2284759863859826,0.8344843462246776,2.3098270476623752
Champignon,Ost,0.2879112567754948,0.8337287826245665,2.3077356708167085
Kebab,Pepperoni,0.27883524517836883,0.8331450094161958,2.8748757545448806
Kylling,Kødsauce,0.2856422538762133,0.8329351222201801,2.7395001345657914
Jalapenos,Ost,0.2615656120005042,0.8328316275336143,2.3052523730719336
Løg,Ost,0.288793646791882,0.8327880770628862,2.3051318267061673
Skinke,Kødsauce,0.2452413966973402,0.8324775353016688,2.737995144091268
Dressing,Kebab,0.21423169040715997,0.8314579256360078,2.4843524384446143
Hvidløg,Kødsauce,0.24744737173830833,0.8312513233114545,2.7339621674252776
Kødsauce,Spaghetti,0.2523005168284382,0.8298092868988393,2.87023199170198
Oksefilet,Salat,0.16607840665574183,0.829137822529893,3.3053016814721814
Oksefilet,Rejer,0.16601537879742848,0.828823159219635,2.7620475203063917
Tun,Gorgonzola,0.22885415353586286,0.8286170698311274,2.6677837723093885
Oksefilet,Oliven,0.1658893230808017,0.8281938325991189,3.1360676248252077
Salat,Oksekød,0.2077398210008824,0.828140703517588,3.0407962050474544
Skinke,Rejer,0.24379175595613262,0.8275566966195979,2.7578270423370173
Pølser,Hvidløg,0.1609731501323585,0.8273404599935212,2.779289379262589
Æg,Gorgonzola,0.15233833354342619,0.827173169062286,2.6631350447123032
Chili,Ananas,0.23106012857683095,0.8271660649819493,2.3689199976540807
Hvidløg,Chili,0.24587167528047396,0.8259580774931187,2.956825554491385
Kødsauce,Ost,0.25110298752048404,0.8258706467661692,2.2859845920432726
Dressing,Bacon,0.21259296609101222,0.8250978473581213,2.719925710821515
Dressing,Pepperoni,0.21259296609101222,0.8250978473581213,2.8471079700269573
Jalapenos,Spaghetti,0.2590444976679692,0.8248043347381095,2.852920334631534
Løg,Spaghetti,0.28602042102609354,0.8247909850963286,2.8528741594807827
Jalapenos,Pepperoni,0.258666330518089,0.823600240818784,2.8419402829123155
Gorgonzola,Spaghetti,0.25576704903567377,0.8234577922077922,2.848262771129024
Oksekød,Rejer,0.2240640363040464,0.8227262207822263,2.7417295145832394
Pølser,Spaghetti,0.16002773225765787,0.8224813735017816,2.8448854309961344
Chili,Kebab,0.2297365435522501,0.8224277978339349,2.457370892736951
Oksekød,Spaghetti,0.22393798058741965,0.8222633649618144,2.8441313600357856
Dressing,Jalapenos,0.21183663179125173,0.8221624266144814,2.6177862855037852
Spaghetti,Ost,0.23755199798310853,0.8216699367778505,2.27435715577763
Champignon,Spaghetti,0.28349930669355855,0.8209527286001095,2.8395979925810635
Spaghetti,Tun,0.23729988654985504,0.8207979071288425,2.971880327363353
Tun,Hvidløg,0.22658515063658136,0.820401643085349,2.7559797732780322
Champignon,Pepperoni,0.28324719526030506,0.8202226683701406,2.8302855276991408
Chili,Kylling,0.2289802092524896,0.8197202166064981,2.390310780495993
Bearnaisesauce,Chili,0.1864364048909618,0.8162251655629139,2.9219829595715683
Kødsauce,Tun,0.24807765032144208,0.8159203980099503,2.9542202270255293
Skinke,Jalapenos,0.240325223748897,0.8157894736842105,2.5974946396696135
Hvidløg,Jalapenos,0.2427833102231186,0.8155833156891805,2.596838227317788
Ananas,Rejer,0.28450775242657256,0.8148014440433213,2.7153202501977183
Rejer,Ost,0.24448506239757972,0.8147448015122872,2.2551885939975485
Jalapenos,Majs,0.2558300768939871,0.814569536423841,2.9751289744246456
Jalapenos,Rejer,0.2558300768939871,0.814569536423841,2.7145474196388704
Kebab,Spaghetti,0.27259548720534477,0.8145009416195857,2.817281870446119
Kødsauce,Hvidløg,0.24744737173830833,0.8138474295190714,2.7339621674252776
Pølser,Gorgonzola,0.15832598008319676,0.8137350178166505,2.6198700878001167
Oksekød,Pepperoni,0.2216059498298248,0.8137005322841935,2.807780044632669
Kebab,Ost,0.27228034791377786,0.8135593220338982,2.2519072232012958
Ost,Ananas,0.29364679188201187,0.8128053035589672,2.3277922285679735
Skinke,Gorgonzola,0.23944283373250977,0.8127941805733847,2.6168410042567616
Kødsauce,Majs,0.2470692045884281,0.812603648424544,2.967948776681357
Rejer,Skinke,0.24379175595613262,0.8124343625288805,2.7578270423370173
Majs,Hvidløg,0.22242531198789864,0.8123848987108654,2.7290490795991085
Rejer,Pepperoni,0.24347661666456574,0.8113841629909683,2.7997871096160725
Oksefilet,Spaghetti,0.16248581873187948,0.8112020138451856,2.8058711906840452
Kebab,Skinke,0.2710828186058238,0.8099811676082863,2.7494996160190563
Bacon,Kødsauce,0.24561956384722047,0.8096821109495118,2.663021636054095
Løg,Pepperoni,0.2806630530694567,0.8093420574336605,2.7927405574689987
Salat,Spaghetti,0.20294970376906593,0.8090452261306533,2.7984110655742196
Spaghetti,Pepperoni,0.2338963822009328,0.8090255068672335,2.791648258363533
Ananas,Spaghetti,0.28249086096054454,0.8090252707581227,2.798342041824368
Dressing,Skinke,0.2084331274423295,0.8089530332681018,2.7460095904646344
Kødsauce,Bacon,0.24561956384722047,0.8078358208955224,2.663021636054095
Tun,Ost,0.22299256271271903,0.8073938840712004,2.2348414802291807
Pepperoni,Spaghetti,0.2338963822009328,0.8070900391474554,2.791648258363533
Kødsauce,Skinke,0.2452413966973402,0.806592039800995,2.737995144091268
Majs,Rejer,0.2207865876717509,0.8063996316758747,2.6873212678364684
Jalapenos,Oksekød,0.25311987898651206,0.8059401966686736,2.9592796020238774
Rejer,Gorgonzola,0.2415857809151645,0.805082965763495,2.5920142724844992
Champignon,Rejer,0.27788982730366824,0.8047088884832999,2.6816868776887284
Majs,Pepperoni,0.2202823648052439,0.8045580110497237,2.776232580103287
Oliven,Pepperoni,0.21246691037438548,0.8045346062052506,2.776151818628209
Bacon,Jalapenos,0.24398083953107275,0.8042800747974237,2.5608484179682773
Oksefilet,Tun,0.16109920584898524,0.8042794210195091,2.91207149564024
Ananas,Pepperoni,0.2803479137778898,0.8028880866425993,2.7704702876623486
Hvidløg,Ost,0.23900163872431615,0.8028795257251746,2.22234587493992
Løg,Rejer,0.2779528551619816,0.8015267175572519,2.6710823148001173
Bearnaisesauce,Tun,0.18296987268372622,0.8010485651214129,2.900373467415868
Spaghetti,Oliven,0.2314382957267112,0.8005232177894049,3.0312891106078035
Ost,Løg,0.288793646791882,0.7993719469644103,2.3051318267061673
Gorgonzola,Pepperoni,0.24820370603806882,0.7991071428571429,2.757423646927235
Kylling,Jalapenos,0.27366696079667213,0.7980150707590516,2.540900484178831
Pepperoni,Ost,0.23124921215177108,0.7979556328838625,2.2087166907423867
Ost,Champignon,0.2879112567754948,0.7969295184926727,2.3077356708167085
Kødsauce,Oliven,0.24221605949829825,0.7966417910447762,3.0165915648487873
Tun,Chili,0.21971511408042355,0.7955271565495208,2.8478867025755177
Skinke,Ost,0.23433757720912643,0.795464270432178,2.2018206759729475
Majs,Salat,0.21776125047270894,0.7953499079189686,3.1706084520206925
Tacosauce,Salat,0.15107777637715872,0.7947612732095491,3.168261899684097
Bacon,Ost,0.24101853019034414,0.7945148555994183,2.1991927248674754
Bacon,Gorgonzola,0.240829446615404,0.7938915437357158,2.5559827988861334
Bearnaisesauce,Hvidløg,0.18133114836757847,0.7938741721854304,2.666865893689189
Kylling,Gorgonzola,0.27215429219715115,0.7936041168902775,2.555057410426368
Rejer,Bacon,0.23780410941636204,0.7924805713085487,2.612403229665787
Oksefilet,Pepperoni,0.15870414723307702,0.7923222152297043,2.7340113672976263
Chili,Kødsauce,0.22110172696331779,0.7915162454873645,2.60327461668792
Chili,Jalapenos,0.22097567124669104,0.7910649819494584,2.518771222879813
Spaghetti,Majs,0.22866506996092273,0.7909308916503162,2.888791327560754
Kebab,Oksekød,0.2646539770578596,0.7907721280602636,2.9035849534376634
Kylling,Rejer,0.2707676793142569,0.7895607425105678,2.631205784640342
Salat,Oliven,0.1978444472456826,0.7886934673366834,2.986494165337427
Dressing,Majs,0.20320181520231942,0.7886497064579256,2.8804595402075153
Tun,Pepperoni,0.21769822261439556,0.7882245549977179,2.7198718550660703
Oksefilet,Tomat,0.15769570150006304,0.7872876022655759,4.375168160261166
Chili,Spaghetti,0.21990419765536368,0.7872292418772563,2.7229516354097556
Ananas,Bacon,0.27486449010462627,0.7871841155234658,2.5949435231446727
Ananas,Skinke,0.27486449010462627,0.7871841155234658,2.6721145008333993
Pølser,Tun,0.15315769570150006,0.7871720116618076,2.8501303370666906
Chili,Tun,0.21971511408042355,0.7865523465703971,2.8478867025755177
Jalapenos,Tun,0.24688012101348797,0.7860726469997994,2.84614984420329
Kebab,Bacon,0.26301525274171184,0.7858757062146893,2.5906303666740618
Rejer,Oliven,0.23578721795033405,0.7857592942659105,2.9753835233467627
Dressing,Ost,0.20231942518593218,0.7852250489236791,2.1734788252308253
Oksekød,Hvidløg,0.21360141182402623,0.7843091876880351,2.634734188409563
Chili,Rejer,0.2190848354972898,0.7842960288808664,2.613661162407861
Bacon,Rejer,0.23780410941636204,0.7839185539164762,2.612403229665787
Champignon,Majs,0.27064162359763017,0.783719656871692,2.862453056152455
Kødsauce,Oksekød,0.23818227656624227,0.7833747927031509,2.8764231569146474
Ananas,Majs,0.27335182150510523,0.7828519855595667,2.8592839785653967
Oliven,Majs,0.20641623597630152,0.7816229116945107,2.8547949164238275
Oksekød,Tun,0.21284507752426574,0.7815320527655635,2.829709618707994
Gorgonzola,Oliven,0.24240514307323838,0.7804383116883117,2.9552349053094877
Kebab,Tun,0.2611244169923106,0.7802259887005649,2.8249807249482344
Champignon,Skinke,0.26919198285642254,0.7795218105493703,2.64610463118877
Løg,Majs,0.2700113450144964,0.7786259541984732,2.843848846526928
Tun,Skinke,0.21498802470692047,0.7784116841624829,2.642336281754804
Dressing,Kylling,0.20049161729484433,0.7781311154598826,2.26903662523185
Gorgonzola,Rejer,0.2415857809151645,0.7778003246753247,2.5920142724844992
Spaghetti,Skinke,0.2247573427454935,0.777414432090691,2.6389510867674164
Jalapenos,Bacon,0.24398083953107275,0.776841260284969,2.5608484179682773
Champignon,Bacon,0.2681205092650952,0.7764190545720022,2.559456621616328
Løg,Skinke,0.26919198285642254,0.7762631770265358,2.6350431250969226
Gorgonzola,Bacon,0.240829446615404,0.7753652597402597,2.5559827988861334
Hvidløg,Rejer,0.23074498928526407,0.775142917637095,2.5831584816698485
Spaghetti,Oksekød,0.22393798058741965,0.7745803357314149,2.8441313600357856
Kylling,Ost,0.2655993949325602,0.774489983458923,2.1437644936425806
Kylling,Skinke,0.26547333921593347,0.7741224039698585,2.627776221948176
Tun,Bacon,0.21379049539896633,0.7740757644910998,2.551731992398876
Kylling,Pepperoni,0.26541031135762005,0.7739386142253262,2.670576349129844
Bearnaisesauce,Gorgonzola,0.17673011471070213,0.7737306843267108,2.491073668329463
Jalapenos,Hvidløg,0.2427833102231186,0.7730282962071042,2.596838227317788
Oliven,Chili,0.2040211773603933,0.7725536992840095,2.765644628348397
Løg,Bacon,0.2675532585402748,0.7715376226826608,2.5433650366680025
Kebab,Majs,0.2580990797932686,0.7711864406779662,2.816676811187065
Gorgonzola,Skinke,0.23944283373250977,0.770900974025974,2.6168410042567616
Spaghetti,Hvidløg,0.22286650699609228,0.7708742097231307,2.589601992688374
Tun,Oksekød,0.21284507752426574,0.7706526700136924,2.829709618707994
Oksekød,Ost,0.20956762889197025,0.769497801434853,2.129946287083981
Rejer,Hvidløg,0.23074498928526407,0.7689561016593152,2.5831584816698485
Spaghetti,Bacon,0.22217320055464515,0.7684761281883584,2.5332728547343644
Kebab,Hvidløg,0.2570906340602546,0.7681732580037665,2.580528670651653
Jalapenos,Skinke,0.240325223748897,0.7652016857314871,2.5974946396696135
Majs,Tun,0.2094415731753435,0.764963167587477,2.769718306011618
Pepperoni,Oksekød,0.2216059498298248,0.7646802957807742,2.807780044632669
Skinke,Spaghetti,0.2247573427454935,0.762943945228926,2.6389510867674164
Oksekød,Salat,0.2077398210008824,0.7627863920388799,3.0407962050474544
Hvidløg,Gorgonzola,0.22671120635320813,0.7615922083421554,2.451993096095097
Hvidløg,Tun,0.22658515063658136,0.7611687486766885,2.7559797732780322
Spaghetti,Chili,0.21990419765536368,0.7606278613472859,2.7229516354097556
Bearnaisesauce,Ost,0.17364174965334678,0.7602097130242825,2.1042371435525586
Pepperoni,Majs,0.2202823648052439,0.7601130926489778,2.776232580103287
Ananas,Hvidløg,0.26528425564099334,0.7597472924187726,2.552223277898845
Oksekød,Bacon,0.20685743098449513,0.7595464012959962,2.5038361111494445
Ananas,Tun,0.26515819992436657,0.7593862815884477,2.749525957024717
Chili,Ost,0.21208874322450524,0.7592509025270758,2.1015831855363896
Oliven,Hvidløg,0.20049161729484433,0.7591885441527446,2.550346271761051
Tun,Majs,0.2094415731753435,0.7583295298950251,2.769718306011618
Salat,Pepperoni,0.19009202067313752,0.757788944723618,2.6148498036069863
Dressing,Oksekød,0.1950712214798941,0.7570939334637965,2.7799241722602623
Oliven,Skinke,0.19992436657002394,0.7570405727923627,2.5697915549686834
Oliven,Bacon,0.19986133871171058,0.7568019093078759,2.494788924387858
Salat,Hvidløg,0.18952476994831716,0.7555276381909548,2.5380481701329
Dressing,Kødsauce,0.19431488718013362,0.7541585127201565,2.4804060868196527
Majs,Bacon,0.20641623597630152,0.7539134438305708,2.485267130649457
Majs,Oliven,0.20641623597630152,0.7539134438305708,2.8547949164238275
Kylling,Tun,0.25854027480146224,0.7539055320713104,2.7296816914293496
Ost,Kebab,0.27228034791377786,0.7536636427076063,2.2519072232012958
Champignon,Hvidløg,0.2601159712592966,0.7532396422704872,2.5303620927934682
Ost,Gorgonzola,0.2720282364805244,0.7529658060013956,2.4242198616108244
Løg,Oksekød,0.26106138913399723,0.75281715739731,2.764220555257052
Oksekød,Skinke,0.20465145594352704,0.7514464244387873,2.550802090317886
Pepperoni,Tun,0.21769822261439556,0.7511961722488038,2.7198718550660703
Champignon,Oliven,0.2593596369595361,0.7510494615805804,2.843950061440928
Kylling,Bacon,0.2574057733518215,0.7505973166697298,2.474335555013907
Løg,Hvidløg,0.26017899911761,0.7502726281352236,2.5203949858127155
Kylling,Hvidløg,0.25715366191856803,0.7498621576916008,2.519016090183133
Oliven,Salat,0.1978444472456826,0.749164677804296,2.986494165337427
Hvidløg,Spaghetti,0.22286650699609228,0.748676688545416,2.589601992688374
Champignon,Oksekød,0.2584142190848355,0.7483117357181966,2.747677389239738
Kylling,Spaghetti,0.25658641119374764,0.7482080499908105,2.5879810161661654
Champignon,Tun,0.2583511912265221,0.7481292206607044,2.7087672786405146
Gorgonzola,Salat,0.23225765788478508,0.7477678571428572,2.980925834529792
Løg,Tun,0.259170553384596,0.7473645946928389,2.705998781240662
Salat,Rejer,0.18744485062397578,0.7472361809045226,2.490159472008224
Hvidløg,Majs,0.22242531198789864,0.7471945797162819,2.7290490795991085
Rejer,Oksekød,0.2240640363040464,0.7466918714555766,2.7417295145832394
Bearnaisesauce,Pepperoni,0.16998613387117106,0.744205298013245,2.567977655127913
Kebab,Oliven,0.24870792890457583,0.7431261770244821,2.813947476054996
Majs,Dressing,0.20320181520231942,0.7421731123388581,2.8804595402075153
Løg,Oliven,0.25683852262700113,0.7406397673573246,2.8045323505707187
Oliven,Oksekød,0.19551241648808773,0.7403341288782816,2.7183849314470763
Majs,Skinke,0.20269759233581242,0.7403314917127071,2.513072196729527
Jalapenos,Oliven,0.23238371360141183,0.7399157134256472,2.8017906227234657
Gorgonzola,Majs,0.22961048783562335,0.7392451298701299,2.7000145558286093
Bearnaisesauce,Salat,0.16872557670490357,0.7386865342163355,2.9447237567528592
Ananas,Oksekød,0.2574057733518215,0.7371841155234657,2.7068186014569093
Pepperoni,Hvidløg,0.21360141182402623,0.7370595911265767,2.476008357572362
Gorgonzola,Oksekød,0.22885415353586286,0.736810064935065,2.705445149331113
Gorgonzola,Tun,0.22885415353586286,0.736810064935065,2.6677837723093885
Rejer,Majs,0.2207865876717509,0.7357697962612896,2.6873212678364684
Ost,Kylling,0.2655993949325602,0.7351709699930216,2.1437644936425806
Ananas,Oliven,0.256649439052061,0.7350180505415163,2.7832449617879944
Kylling,Oksekød,0.25179629396193115,0.734240029406359,2.6960084023516067
Pepperoni,Dressing,0.21259296609101222,0.7335798173118746,2.8471079700269573
Pepperoni,Oliven,0.21246691037438548,0.7331448455850369,2.776151818628209
Jalapenos,Salat,0.23005168284381697,0.7324904675898054,2.920023557482375
Bacon,Spaghetti,0.22217320055464515,0.7323914398504051,2.5332728547343644
Salat,Tun,0.1832219841169797,0.7304020100502513,2.644581992573548
Chili,Oliven,0.2040211773603933,0.730370036101083,2.765644628348397
Oksekød,Bearnaisesauce,0.19885289297869657,0.7301550566998379,3.1966446273729656
Rejer,Chili,0.2190848354972898,0.7300987187565637,2.613661162407861
Gorgonzola,Hvidløg,0.22671120635320813,0.7299107142857143,2.451993096095097
Skinke,Tun,0.21498802470692047,0.7297817715019256,2.642336281754804
Bearnaisesauce,Oliven,0.1663935459473087,0.7284768211920529,2.7584757148050385
Kødsauce,Chili,0.22110172696331779,0.7271973466003318,2.60327461668792
Chili,Gorgonzola,0.20288667591075255,0.7263086642599277,2.3383955493401
Kylling,Majs,0.24858187318794908,0.7248667524352141,2.647499054819776
Ost,Jalapenos,0.2615656120005042,0.7240055826936496,2.3052523730719336
Kødsauce,Salat,0.2185806126307828,0.7189054726368159,2.865867896697418
Oksekød,Oliven,0.19551241648808773,0.7178893774589215,2.7183849314470763
Hvidløg,Oksekød,0.21360141182402623,0.7175524031336015,2.634734188409563
Hvidløg,Pepperoni,0.21360141182402623,0.7175524031336015,2.476008357572362
Oksekød,Dressing,0.1950712214798941,0.7162693820874797,2.7799241722602623
Dressing,Gorgonzola,0.18435648556662046,0.7155088062622309,2.303624740291509
Dressing,Hvidløg,0.18385226270011346,0.7135518590998043,2.3970387034676044
Majs,Chili,0.1951342493382075,0.712707182320442,2.551401659453098
Kylling,Oliven,0.24435900668095298,0.712552839551553,2.6981774110560712
Dressing,Spaghetti,0.18341106769191984,0.711839530332681,2.462185739755465
Skinke,Hvidløg,0.20881129459220976,0.7088147197261446,2.3811252049915326
Skinke,Dressing,0.2084331274423295,0.7075310226786479,2.7460095904646344
Bacon,Tun,0.21379049539896633,0.7047579472262622,2.551731992398876
Majs,Bearnaisesauce,0.19273919072229925,0.7039594843462246,3.081959486378918
Jalapenos,Chili,0.22097567124669104,0.7035922135259884,2.518771222879813
Hvidløg,Bacon,0.20906340602546325,0.7023078551767943,2.3151498920081073
Spaghetti,Salat,0.20294970376906593,0.7019838674514934,2.7984110655742196
Hvidløg,Skinke,0.20881129459220976,0.7014609358458607,2.3811252049915326
Bearnaisesauce,Tacosauce,0.160216815832598,0.7014348785871964,3.6899753924616907
Spaghetti,Bearnaisesauce,0.2027606201941258,0.7013298452147373,3.0704468333821806
Bacon,Dressing,0.21259296609101222,0.7008103054228132,2.719925710821515
